Source,Target,Weight,Type
Vovchok_Instytutka,Myrnyi_KhibaRevutVoly,1,undirected
Vovchok_Instytutka,Myrnyi_LykhyiPoputav,14,undirected
Vovchok_Instytutka,Vovchok_Kozachka,40,undirected
Vovchok_Instytutka,Vovchok_VidSebeNeVtechesh,41,undirected
Vovchok_Kozachka,Konyskyi_BabaIavdokha,3,undirected
Vovchok_Kozachka,Kulish_ChornaRada,11,undirected
Vovchok_Kozachka,KulishBilozerska_NeBuloZmalku,5,undirected
Vovchok_Kozachka,Kvitka_SerdeshnaOksana,2,undirected
Vovchok_Kozachka,Myrnyi_KhibaRevutVoly,9,undirected
Vovchok_Kozachka,Vovchok_Instytutka,40,undirected
Vovchok_VidSebeNeVtechesh,Hrinchenko_PidTykhymyVerbamy,2,undirected
Vovchok_VidSebeNeVtechesh,Konyskyi_SemenZhuk,4,undirected
Vovchok_VidSebeNeVtechesh,Myrnyi_KhibaRevutVoly,22,undirected
Vovchok_VidSebeNeVtechesh,Storozhenko_MarkoProkliatyi,4,undirected
Vovchok_VidSebeNeVtechesh,Vovchok_DeviatBrativ,1,undirected
Vovchok_VidSebeNeVtechesh,Vovchok_Instytutka,41,undirected
Vynnychenko_ZapyskyKyrpatohoMefistofelia,Franko_PerekhresniStezhky,8,undirected
Vynnychenko_ZapyskyKyrpatohoMefistofelia,Konyskyi_SemenZhuk,5,undirected
Vynnychenko_ZapyskyKyrpatohoMefistofelia,Koroliv_Chmelyk,50,undirected
Vynnychenko_ZapyskyKyrpatohoMefistofelia,Pchilka_Tovaryshky,12,undirected
Vynnychenko_ZapyskyKyrpatohoMefistofelia,Romanova_Akula,1,undirected
Vynnychenko_ZapyskyKyrpatohoMefistofelia,Ukrainka_NadMorem,7,undirected
Vynnychenko_ZapyskyKyrpatohoMefistofelia,Ukrainka_Pryiazn,2,undirected
